initiativeId,employeeId,initiativeName,description,startDate,endDate,utilizationPercent,status,type,createdAt,lastUpdated
"9d08bcde-16b5-4480-a558-e5427a88dcbf","I753890","Data Analysis & Reporting","CAIA: Data Analysis & Reporting","2026-03-05","2026-04-07","50","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"ee0d8bc5-cf3f-45ee-a592-14e968772dda","I763266","Code Refactoring","CAIA: Code Refactoring","2026-03-05","2026-03-04","100","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"b144ba2f-1661-427f-b497-ada6ba659f1f","I755736","Research & Development","CAIA: Research & Development","2026-03-05","2026-03-28","175","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"fd32f183-7f1a-4bed-8000-e7f422b13722","I769086","ML Model Training","CAIA: ML Model Training","2026-03-05","2026-03-28","100","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"988684e5-bc66-4327-93c6-557e6d0c4ee1","I749085","UI/UX Enhancement","CAIA: UI/UX Enhancement","2026-03-05","2026-09-24","100","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"56097042-1e6b-4b0a-b3f3-66626689ef2c","I750145","Knowledge Transfer","CAIA: Knowledge Transfer","2026-03-05","2026-12-16","100","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"0b12b0a5-4100-4766-98c2-f049aeed6056","I770144","BTP Integration POC","POC: BTP Integration Proof of Concept","2025-10-10","2025-10-17","50","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"c89d55f8-3ec9-4858-be75-ec074f4cba3b","I770144","CAP Service Prototype","POC: CAP Service Prototype Development","2025-11-12","2025-11-21","38","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"7da64deb-8ba1-49fd-adf7-66b4407b2bae","I770151","Email Integration POC","POC: Email Integration Proof of Concept","2025-10-20","2025-11-10","38","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"e81139b3-383e-4437-bc02-03c16bf12d87","I770152","Backend API POC","POC: Backend API Proof of Concept","2025-10-25","2025-11-15","25","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"6c352491-a28a-4e77-9f05-243c1533bf0b","I750145","AI Model Testing","POC: AI Model Testing Framework","2026-01-13","2026-12-16","100","Active","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"e4fc1ddf-e901-43d8-ac9a-5fb3163ac164","I750145","Roche-Email","POC: Roche Email System Integration","2025-10-01","2025-10-31","38","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"6389a819-5b45-4b7c-adb9-b6affe5503e3","I346659","SET","POC: Security Enhancement Testing","2025-10-01","2025-10-31","25","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"716ed049-9002-4b3c-9a8c-54866273ece8","I763161","Roche-Email","POC: Roche Email Integration","2025-10-01","2025-10-31","38","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"53f648f6-2f6d-4eaf-bfcc-e05dd7a67813","I770144","SAP BTP Exploration","Initiative: Explore SAP BTP capabilities","2025-02-01","2025-05-31","38","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"79b825fd-4fe9-4dcd-b0f2-ec5698f088d0","I770144","ABAP Modernization","Initiative: Modernize ABAP code to cloud-ready","2025-06-01","2025-09-30","50","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"1b720a77-c04f-429c-8a13-6191cb0d2435","I770144","GenAI Pilot","Initiative: Gen AI pilot for code generation","2026-04-01","2026-09-30","38","Active","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"b49022a5-1508-4019-adbe-09900f9baacf","I770144","ABAP Code Quality Audit","Evaluation: Auditing ABAP code quality and standards compliance","2026-03-15","2026-07-15","20","Active","Evaluation","2026-04-10T10:00:00.000Z","2026-04-10T10:00:00.000Z"
"ee35d9ff-3de0-4df0-aac2-c3c7d1efea3d","I770144","SkillSphere Platform Enhancement","Initiative: Enhancing SkillSphere platform features","2026-03-01","2026-09-30","22","Active","Initiative","2026-04-10T10:00:00.000Z","2026-04-10T10:00:00.000Z"
"3316e1ba-3980-42da-8de2-e16833e53e87","I750145","Architecture Review","CAIA: Architecture review sessions","2025-03-01","2025-06-30","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"541a501e-9d89-4b1a-9c4d-55b09c3d5d50","I750145","Test Automation Study","CAIA: Study test automation best practices","2025-07-01","2025-09-30","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"d69bd28e-175e-4e5e-a78c-bf9d45cea075","I750145","Onboarding Support","CAIA: Support new joiner onboarding","2026-04-01","2026-06-30","25","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"f84d2767-d82c-4f70-90e0-2b208a1b904c","I769086","Data Pipeline POC","POC: Proof of concept for data pipeline","2025-04-01","2025-06-30","50","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"4c499e5c-2eb7-4870-b190-9bf664554701","I769086","Documentation Drive","CAIA: Technical documentation effort","2025-07-01","2025-09-30","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"bd1e9f79-bb30-4489-bd6d-b717cc05a159","I769086","ML Model Research","Initiative: Research deep learning models","2026-04-15","2026-10-15","38","Active","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"e3926a90-a730-41ed-9325-68819317bc4c","I763161","Performance Testing","CAIA: Load and performance testing","2025-02-01","2025-04-30","38","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"7af3aa9a-8f42-45d1-a77e-9796256a9a56","I763161","Microservice POC","POC: Microservice decomposition prototype","2025-05-01","2025-07-31","50","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"3ec2f1da-cdd5-4923-98c3-eeb56f2edf52","I763161","Cloud Native Upskill","Initiative: Upskill on cloud-native patterns","2026-05-01","2026-11-30","38","Active","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"d69d9539-550a-48fd-b646-5436a96d1372","I755736","Code Quality Drive","CAIA: Improve code quality practices","2025-03-01","2025-05-31","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"976c07ba-b844-40b3-938a-f4ca41232598","I755736","Frontend Modernization","Initiative: Migrate UI to UI5 web components","2025-06-01","2025-11-30","50","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"9d25aa55-12d5-4030-87fa-5e0ba022f74e","I755736","React Fiori POC","POC: React with Fiori design system","2026-04-01","2026-06-30","50","Active","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"893ac958-943a-42b3-a946-35f66c7704c6","I749085","Sprint Review Support","CAIA: Support sprint reviews and demos","2025-02-01","2025-05-31","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"a26010a6-c2be-404a-bd01-29f1e33ac270","I749085","Security Hardening","Initiative: Implement security hardening","2025-06-01","2025-09-30","38","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"b4400144-2b3f-4365-9dc6-38eec44d98f4","I749085","Zero Trust POC","POC: Zero trust network architecture","2026-06-01","2026-09-30","38","Active","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"cd7b33b2-2ec0-4fa5-9293-7ab2a9ba9eb3","I753890","Data Governance","Initiative: Data governance framework setup","2025-01-15","2025-06-30","38","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"0e2cb84a-9c4b-47b4-95fa-4bf8f9ba8a8b","I753890","Team Collaboration","CAIA: Cross-team collaboration sessions","2025-07-01","2025-09-30","25","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"e7018b12-5b94-4ddf-b67a-5379e1fa50e8","I755719","DevSecOps Pilot","Initiative: DevSecOps adoption pilot","2025-04-01","2025-09-30","50","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"4699cf1f-3d0a-4132-86b8-7ee1e35fe0ed","I755719","Container Security POC","POC: Container security scanning","2026-01-01","2026-03-15","38","Completed","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"79b51720-7907-49a0-b173-11c100dfa022","I755719","Release Management","CAIA: Improve release management process","2026-04-01","2026-07-31","38","Active","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"0a692419-0cf3-455a-a6ba-75f63a7528ee","I763266","Technical Debt Cleanup","CAIA: Resolve technical debt backlog","2025-03-01","2025-06-30","38","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"ebe55b88-757f-449d-bd2f-f414703f965a","I763266","API Documentation","Initiative: Comprehensive API doc effort","2025-07-01","2025-11-30","25","Completed","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"01265bb0-0c4f-4216-8af2-45acbb22e95a","I763266","GraphQL POC","POC: GraphQL API layer prototype","2026-04-01","2026-06-30","50","Active","POC","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"0af421bd-236c-4a91-a222-896bc6c2b7b9","I346659","Architecture Consulting","CAIA: Internal architecture consulting","2025-02-01","2025-08-31","38","Completed","CAIA","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"e04d9db7-c7f6-4be8-9361-cd504242a26b","I346659","Platform Modernization","Initiative: Platform modernization roadmap","2026-02-01","2026-08-31","50","Active","Initiative","2026-03-24T22:00:00.000Z","2026-03-24T22:00:00.000Z"
"72e9b472-d041-4ea8-9c22-9cf2ecebd975","I770156","ML Pipeline Performance Review","Evaluation: Reviewing ML pipeline throughput and accuracy","2026-03-01","2026-06-30","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"60564251-e7cc-442c-a88f-8afae3f79c47","I770156","Data Governance Audit","Evaluation: Assessing data governance compliance","2026-04-01","2026-07-31","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"cd899c3b-7fc1-414b-a178-fc22a5d7f79a","I770156","AI Ethics Framework","Initiative: Establishing AI ethics guidelines","2026-02-01","2026-08-31","25","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"79f1dfc7-0978-4736-8a8a-5c7e58ce1bdc","I770158","S/4HANA Migration Readiness","Evaluation: Assessing readiness for S/4HANA migration","2026-03-15","2026-06-15","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"82333849-dc8d-4643-8d8e-df85bc640436","I770158","Procurement Module Assessment","Evaluation: Reviewing procurement module configuration","2026-04-01","2026-07-31","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"969f08ec-533c-47a6-908f-934f20c5876d","I770158","S/4HANA Best Practices Guide","Initiative: Authoring S/4HANA implementation best practices","2026-03-01","2026-09-30","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"1547b46f-d52f-4098-9c05-b832f758467b","I770161","BTP Extension Suite Review","Evaluation: Reviewing BTP extension suite adoption","2026-03-01","2026-05-31","22","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"a5a73e4c-87aa-49fb-bdf3-4c9773e28307","I770161","BTP Developer Toolkit","Initiative: Building reusable BTP developer toolkit","2026-02-15","2026-08-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"658f22ed-e999-4984-8fc5-d84d92d0774f","I770165","AI Model Accuracy Assessment","Evaluation: Evaluating AI model prediction accuracy","2026-03-15","2026-06-30","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"772830e0-1f97-4867-b9b3-71145499cdd9","I770165","ML Ops Automation","Initiative: Automating ML operations pipeline","2026-03-01","2026-09-30","25","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"e1ed29d4-bc9e-4ca7-ba24-65f28e00a4ac","I770165","GenAI Integration Study","Initiative: Studying GenAI integration patterns","2026-04-01","2026-10-31","15","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"d390fbf8-99ca-4f7e-aef8-e79e979bd7d3","I774159","SD Module Compliance Check","Evaluation: Checking SD module compliance standards","2026-04-01","2026-07-15","16","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"0b7dbe06-9bf0-47e2-bf26-940b6f5134f3","I774159","ERP Modernization Playbook","Initiative: Creating ERP modernization playbook","2026-02-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"14b06040-f1c0-4edb-8176-36e54e0ec32b","I774162","Data Lake Architecture Review","Evaluation: Reviewing data lake architecture design","2026-03-01","2026-06-30","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"9e5e1fd4-7b86-4521-a399-d2234a87e693","I774162","Advanced ML Review","Evaluation: Reviewing advanced ML model performance","2026-04-02","2026-07-15","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"4e3a0071-045a-498b-ab01-d068ea400369","I774162","Data Mesh Architecture","Initiative: Designing data mesh architecture","2026-02-01","2026-08-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"77f1b5b3-e925-4e7f-88da-46b51923d335","I774165","Analytics Pipeline Benchmark","Evaluation: Benchmarking analytics pipeline performance","2026-04-01","2026-07-31","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"44e8bf05-e083-4dae-ba72-12fa48588b3e","I774165","Real-time Dashboard POC","Initiative: Building real-time analytics dashboard","2026-03-01","2026-07-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"186ef1bc-2651-4fec-a25e-dd2360bd19a7","I774168","Integration Security Audit","Evaluation: Auditing integration suite security","2026-03-15","2026-06-15","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"bc1e0fa8-1fa9-419a-a76b-2e0a0aaaae01","I774168","API Gateway Standardization","Initiative: Standardizing API gateway patterns","2026-02-15","2026-08-31","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"e0278501-3a20-46bb-8938-7f76495ef625","I774171","Finance Module Gap Analysis","Evaluation: Analyzing finance module feature gaps","2026-04-01","2026-06-30","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"56951f89-b190-47ab-b0cf-953dc1144814","I774171","Finance Process Automation","Initiative: Automating finance processes","2026-03-01","2026-09-30","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"29ebfb4c-7f0e-425c-8ed1-f8f9e6b84614","I770146","Procurement Workflow Review","Evaluation: Reviewing procurement workflow efficiency","2026-03-01","2026-05-31","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"9dda295c-e4c4-4b25-9216-ad10170d3d2c","I770146","Procurement Analytics","Initiative: Building procurement analytics reports","2026-02-01","2026-07-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"3c0c58dd-a02a-4903-8dd2-27e903ead692","I770148","Cloud Foundry Health Check","Evaluation: Checking Cloud Foundry service health","2026-04-01","2026-06-30","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"3fc19656-d478-4177-8a58-8b92642fbc25","I770148","BTP CI/CD Pipeline","Initiative: Setting up BTP CI/CD pipeline","2026-03-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"a037bbb2-db14-438c-98f8-f2f2f44a75bd","I770150","Event Mesh Performance Review","Evaluation: Reviewing event mesh throughput","2026-03-15","2026-06-15","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"98829cd6-5f5b-4b2b-b79b-8472fb28a17d","I770150","BTP Monitoring Suite","Initiative: Developing BTP monitoring tools","2026-02-15","2026-07-31","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"f3edb3e7-9539-4216-8542-5b52b479029a","I770153","S/4HANA Cloud Stability Test","Evaluation: Testing S/4HANA cloud stability","2026-04-01","2026-07-31","16","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"1b122f23-6158-44e4-a81c-5ba2d800be0f","I770153","Cloud Migration Handbook","Initiative: Writing cloud migration handbook","2026-03-01","2026-09-30","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"7792af4a-2501-49d8-8736-7e676421fe16","I770154","ABAP Code Quality Review","Evaluation: Reviewing ABAP code quality standards","2026-04-01","2026-07-31","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"6c5a4f46-5dc9-4e4b-9c83-dc6864ed7740","I770154","ABAP Clean Code Guide","Initiative: Creating ABAP clean code guidelines","2026-03-01","2026-08-31","15","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"4ee34ae3-ad0b-4e83-b2e8-2ff2d20807d0","I770159","Master Data Quality Review","Evaluation: Reviewing master data quality metrics","2026-03-01","2026-05-31","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"fd4eb995-9f8b-4ecd-a395-f60eb6d992af","I770159","S/4HANA UX Modernization","Initiative: Modernizing S/4HANA user experience","2026-03-01","2026-09-30","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"fd8ab452-881c-4d7f-b0ee-89ba45f39292","I770160","BTP Security Posture Review","Evaluation: Reviewing BTP security posture","2026-04-01","2026-06-30","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"7e386c50-9650-415b-8ad2-66969c423556","I770160","Integration Best Practices","Initiative: Documenting integration best practices","2026-02-15","2026-07-31","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"df1dda59-fcdc-4fae-bea9-473b94fa2a51","I770163","DevOps Pipeline Assessment","Evaluation: Assessing DevOps pipeline maturity","2026-03-15","2026-06-15","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"941898f0-d805-4c6c-b6d3-a8e1a5b3b3e1","I770163","S/4HANA DevOps Toolkit","Initiative: Building S/4HANA DevOps toolkit","2026-03-01","2026-09-30","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"3d137d30-fcc0-4c36-b227-318c25b6a256","I770164","Data Science Model Validation","Evaluation: Validating data science model outputs","2026-04-01","2026-07-31","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"494ea935-8120-4601-adc5-6b650e9fae89","I770164","Predictive Analytics Toolkit","Initiative: Developing predictive analytics toolkit","2026-02-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"c9b19eed-26de-4d5f-b5dd-b65c395f457f","I770166","Demand Model Accuracy Check","Evaluation: Checking demand forecast model accuracy","2026-03-01","2026-05-31","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"31f3a361-92ad-41f7-931a-933f3b3ae9d0","I770166","Data Visualization Library","Initiative: Creating data visualization components","2026-03-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"41e344f1-3885-45ac-b506-2f08931912db","I770168","Sentiment Model Calibration","Evaluation: Calibrating sentiment analysis model","2026-04-01","2026-06-30","16","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"bbea4652-46a8-49e9-a035-a72ccfb37c19","I770168","NLP Pipeline Enhancement","Initiative: Enhancing NLP processing pipeline","2026-02-15","2026-07-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"6e34f350-9fd0-48c0-b640-12f74d15b7b4","I774157","ML Model Drift Analysis","Evaluation: Analyzing ML model drift patterns","2026-03-15","2026-06-30","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"9965d48b-9b54-4d75-9567-97836ab6557a","I774157","Data Quality Framework","Initiative: Building data quality framework","2026-03-01","2026-09-30","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"7a41f42c-58ab-45df-a3bd-6bfd699e3f4b","I774158","BTP Connectivity Assessment","Evaluation: Assessing BTP connectivity services","2026-04-01","2026-07-15","16","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"4da3eaa9-5ddf-4d7d-90a6-b9a44de4fb6e","I774158","Integration Suite Accelerator","Initiative: Building integration accelerator package","2026-02-15","2026-08-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"02b69aa1-51f8-4e6d-bb58-d58c710b6716","I774160","S/4HANA Data Migration Audit","Evaluation: Auditing S/4HANA data migration quality","2026-03-01","2026-06-30","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"642f5762-df93-4266-b1d3-30af07974f90","I774160","S/4HANA Data Cleansing","Initiative: Automating S/4HANA data cleansing","2026-03-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"9f95c6b6-378d-474f-af7b-d1c831076b7d","I774161","CAP Service Performance Review","Evaluation: Reviewing CAP service performance","2026-03-15","2026-06-15","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"26b149c0-e758-445f-89af-44eecb6cf9c5","I774161","Fiori Launchpad UX Audit","Evaluation: Auditing Fiori launchpad UX consistency","2026-04-01","2026-07-31","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"3349d138-c041-4197-8c0c-c7acfa640984","I774161","BTP Extension Factory","Initiative: Creating BTP extension factory framework","2026-02-01","2026-08-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"a687a7f3-a623-4fbc-ab5f-ddb2d2fceb07","I774163","BTP Launchpad UX Review","Evaluation: Reviewing BTP launchpad user experience","2026-04-01","2026-07-31","15","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"6880d44a-134d-4635-a7fd-ddacf8deff8c","I774163","Fullstack Template Library","Initiative: Building fullstack project templates","2026-03-01","2026-09-30","18","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"56e5aa3e-0eee-4bfe-ae6d-4e06d1d02e1c","I774164","Data Quality Assessment","Evaluation: Assessing enterprise data quality","2026-03-01","2026-06-30","20","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"00b37ef3-9280-4d6e-a39f-2e252bba918c","I774164","Feature Engineering Review","Evaluation: Reviewing feature engineering pipeline","2026-04-01","2026-07-15","16","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"e02f2ca2-3f3e-49d8-8281-0f14fa52529f","I774164","AutoML Platform Design","Initiative: Designing AutoML platform","2026-02-15","2026-08-31","22","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"7556067a-aeff-4923-a009-bdecddb7fe46","I774166","Data Pipeline Benchmark","Evaluation: Benchmarking data pipeline throughput","2026-03-15","2026-06-15","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"2f91e595-52e0-48b3-b120-7171c32b5352","I774166","Streaming Analytics Engine","Initiative: Building streaming analytics engine","2026-03-01","2026-09-30","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"68f8bdf9-ab82-4929-95c0-b6ed880faeb8","I774167","BTP Event Mesh Benchmark","Evaluation: Benchmarking event mesh performance","2026-04-01","2026-06-30","18","Active","Evaluation","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
"ac8889e6-53a3-4c42-9621-df70c7d15f9b","I774167","Event-Driven Architecture Guide","Initiative: Writing event-driven architecture guide","2026-02-01","2026-07-31","20","Active","Initiative","2026-04-01T10:00:00.000Z","2026-04-01T10:00:00.000Z"
